1,1,1
0.893152,1.007704,0.992296
0.7652479999999999,1.046336,0.953664
0.634768,1.114156,0.885844
0.536512,1.190464,0.809536
0.5,1.25,0.75
0.536512,1.273024,0.726976
0.6347679999999999,1.251076,0.7489239999999999
0.7652480000000004,1.1884160000000001,0.8115839999999999
0.8931519999999993,1.099144,0.900856
1.000000000000001,1.0000000000000002,0.9999999999999999
1.09144,0.9085600000000001,1.09144
1.14208,0.85792,1.14208
1.13692,0.86308,1.13692
1.08256,0.91744,1.08256
0.9999999999999998,1.0000000000000002,0.9999999999999998
0.9174399999999998,1.0825600000000002,0.9174399999999998
0.8630799999999997,1.1369200000000004,0.8630799999999997
0.8579200000000007,1.1420799999999993,0.8579200000000007
0.9085600000000004,1.0914399999999995,0.9085600000000004
1.0000000000000004,0.9999999999999996,1.0000000000000004
1.0991440000000006,0.9085599999999996,1.0991440000000006
1.1884160000000006,0.8579199999999998,1.1884160000000006
1.2510760000000003,0.8630800000000003,1.2510760000000003
1.273024,0.9174400000000007,1.273024
1.2499999999999996,1.0000000000000009,1.2499999999999996
1.1904639999999993,1.0825600000000006,1.1904639999999993
1.114155999999999,1.1369200000000004,1.114155999999999
1.046335999999999,1.14208,1.046335999999999
1.0077040000000002,1.0914399999999986,1.0077040000000002
1,0.9999999999999987,1
1,0.9008559999999987,1.0077040000000004
1,0.8115839999999988,1.0463360000000008
1,0.7489239999999993,1.1141560000000013
1,0.7269760000000001,1.1904640000000013
1,0.7500000000000008,1.2500000000000009
1,0.8095360000000015,1.2730240000000002
1,0.8858440000000014,1.2510759999999992
1,0.9536640000000004,1.1884159999999981
1,0.9922960000000002,1.099143999999998
1,1,0.9999999999999982
0.9922959999999997,1,0.9008559999999987
0.9536639999999994,1,0.8115839999999992
0.8858439999999994,1,0.7489239999999997
0.8095359999999998,1,0.7269760000000001
0.75,1,0.75
0.726976,1,0.8095359999999998
0.7489239999999997,1,0.8858439999999995
0.8115839999999992,1,0.9536639999999993
0.9008559999999985,1,0.9922960000000001
0.9999999999999982,1,1
1.099143999999998,1,0.9922960000000004
1.188415999999998,1,0.9536640000000014
1.2510759999999987,1,0.8858440000000022
1.273024,1,0.8095360000000023
1.2500000000000016,1,0.7500000000000016
1.1904640000000029,1,0.7269760000000001
1.1141560000000033,1,0.7489239999999981
1.0463360000000026,1,0.8115839999999963
1.0077040000000013,1,0.9008559999999952
1,1,0.9999999999999947
1,0.9922960000000012,1.0914399999999957
1,0.9536640000000034,1.1420799999999987
1,0.8858440000000048,1.1369200000000022
1,0.8095360000000049,1.0825600000000049
1,0.7500000000000031,1.0000000000000062
1,0.7269760000000001,0.9174400000000055
1,0.7489239999999966,0.8630800000000024
1,0.8115839999999935,0.8579199999999981
1,0.9008559999999919,0.9085599999999943
1,0.9999999999999911,0.9999999999999911
0.992296000000002,1.1068479999999892,1.1068479999999892
0.9536640000000054,1.234751999999987,1.234751999999987
0.8858440000000076,1.365231999999988,1.365231999999988
0.8095360000000074,1.4634879999999928,1.4634879999999928
0.7500000000000047,1.5,1.5
0.7269760000000001,1.463488000000008,1.463488000000008
0.748923999999995,1.3652320000000135,1.3652320000000135
0.8115839999999908,1.2347520000000156,1.2347520000000156
0.9008559999999883,1.106848000000014,1.106848000000014
0.9999999999999876,1.0000000000000124,1.0000000000000124
1.0991439999999877,0.9085600000000097,0.9008560000000123
1.1884159999999897,0.857920000000003,0.8115840000000103
1.251075999999994,0.8630799999999956,0.7489240000000059
1.2730240000000002,0.9174399999999899,0.7269759999999998
1.2500000000000062,0.9999999999999876,0.7499999999999938
1.1904640000000104,1.0825599999999893,0.8095359999999896
1.1141560000000115,1.136919999999995,0.8858439999999885
1.0463360000000081,1.142080000000004,0.953663999999992
1.0077040000000035,1.0914400000000115,0.9922959999999964
1,1.000000000000016,1
0.9922960000000034,0.9008560000000159,0.9922960000000034
0.9536640000000093,0.8115840000000132,0.9536640000000093
0.885844000000013,0.7489240000000075,0.885844000000013
0.8095360000000125,0.7269759999999998,0.8095360000000125
0.7500000000000078,0.7499999999999922,0.7500000000000078
0.7269760000000001,0.8095359999999869,0.7269760000000001
0.7489239999999919,0.8858439999999859,0.7489239999999919
0.8115839999999852,0.9536639999999894,0.8115839999999852
0.9008559999999814,0.9922959999999963,0.9008559999999814
